,Question,Answer,Label
4387,HOW MANY STRIPES ARE ON THE AMERICAN FLAG,"The national flag of the United States of America , often simply referred to as the American flag, consists of thirteen equal horizontal stripes of red (top and bottom) alternating with white, with a blue rectangle in the canton (referred to specifically as the ""union"") bearing fifty small, white, five-pointed stars arranged in nine offset horizontal rows of six stars (top and bottom) alternating with rows of five stars.",1
4388,HOW MANY STRIPES ARE ON THE AMERICAN FLAG,The 50 stars on the flag represent the 50 states of the United States of America and the 13 stripes represent the thirteen British colonies that declared independence from the Kingdom of Great Britain and became the first states in the Union.,1
4419,what do biologists do,A biologist is a scientist who studies living organisms and their relationship to their environment.,1
4424,what does base jumping stand for,"BASE jumping, also sometimes written as B.A.S.E. jumping, is an activity where participants jump from fixed objects and use a parachute to break their fall.",1
4425,what does base jumping stand for,"BASE is an acronym that stands for four categories of fixed objects from which one can jump: buildings , antennas , spans ( bridges ), and earth ( cliffs ).",1
4460,What country is the largest stalagmite,"The largest stalagmite in the world is high and is located in the cave of Cueva Martin Infierno, Cuba.",1
4472,what does Gringo mean,"Gringo (, , ) is a slang Spanish and Portuguese word used in Ibero-America , to denote foreigners, often from the United States .",1
4473,what does Gringo mean,"The term can be applied to someone who is actually a foreigner, or it can denote a strong association or assimilation into foreign (particularly US) society and culture.",1
4510,what does freedom of speech cover,Freedom of speech is the political right to communicate one's opinions and ideas using one's body and property to anyone who is willing to receive them.,1
4561,what does automatic paper feeder on printers mean,"In multifunction or all-in-one printers , fax machines , photocopiers and scanners , an automatic document feeder or ADF is a feature which takes several pages and feeds the paper one page at a time into a scanner or copier, allowing the user to scan , and thereby copy , print , or fax , multiple-page documents without having to manually replace each page.",1
4578,what county is san jose in?,"San Jose (; Spanish : St. Joseph ) is the third-largest city in California , the tenth-largest in the U.S., and the county seat of Santa Clara County which is located at the southern end of San Francisco Bay .",1
4634,what cars have smart key systems,"It was first developed by Siemens in the mid-1990s and introduced by Mercedes-Benz under the name ""Keyless Go"" in 1998 on the W220 S-Class following its design patent filed by Daimler-Benz on May 17, 1997.",1
4704,how old a child pedophile crime,"As a medical diagnosis, pedophilia or paedophilia is a psychiatric disorder in persons 16 years of age or older typically characterized by a primary or exclusive sexual interest toward prepubescent children (generally age 11 years or younger, though specific diagnosis criteria for the disorder extends the cut-off point for prepubescence to age 13).",1
4739,how many people were killed in the holocaust,"Over one million Jewish children were killed in the Holocaust, as were approximately two million Jewish women and three million Jewish men.",1
4834,what can silk be used for,"Silk is a natural protein fibre , some forms of which can be woven into textiles .",1
4843,what channel is letterman on,Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS .,1
4857,what do cyberstalkers do,"Cyberstalking is the use of the Internet or other electronic means to stalk or harass an individual, a group of individuals, or an organization.",1
4874,what kind a is tilapia,Tilapia ( ) is the common name for nearly a hundred species of cichlid fish from the tilapiine cichlid tribe .,1
4924,how many grape farms in united states,"As of the last census of agriculture in 2007, there were 2.2 million farms, covering an area of , an average of per farm.",1
4926,what freezes faster? hot or cold water?,"The Mpemba effect, named after Tanzanian student Erasto Mpemba , is the assertion that warmer water can freeze faster than colder water.",1
4934,how many qfc stores are there,"Quality Food Centers (QFC) is a supermarket chain based in Bellevue, Washington , with 64 stores in the Puget Sound region of Washington state and in the Portland, Oregon metropolitan area.",1
4940,what affects the money supply,"There is strong empirical evidence of a direct relation between money-supply growth and long-term price inflation, at least for rapid increases in the amount of money in the economy.",1
4956,how is today special?,Today's Special is a Canadian children's television show produced by Clive VanderBurgh at TVOntario from 1981 to 1987.,1
4964,What Causes Brain Freeze,"It is caused by having something cold touch the roof of the mouth ( palate ), and is believed to result from a nerve response causing rapid constriction and swelling of blood vessels or a "" referring "" of pain from the roof of the mouth to the head.",1
4973,what does auld lang syne mean,"The song's Scots title may be translated into English literally as ""old long since"", or more idiomatically, ""long long ago"", ""days gone by"" or ""old times"".",1
